Energy	I0	Sample	Reference
6747.97	2.16388E6	714989	45838
6749.87	2.16111E6	718346	46382
6752.03	2.15804E6	721931	47273
6753.88	2.15534E6	725499	47748
6756.13	2.15232E6	729208	48275
6757.94	2.15028E6	733038	48696
6760.11	2.14735E6	736694	49497
6761.92	2.14472E6	739295	49513
6764.09	2.14158E6	743697	50271
6765.95	2.13905E6	746951	50595
6768.12	2.13544E6	750948	50531
6769.94	2.1328E6	753880	50834
6772.06	2.13005E6	757554	51201
6773.88	2.12721E6	761369	51529
6776.02	2.12508E6	765677	52637
6777.97	2.1231E6	769260	52759
6780.02	2.12056E6	773402	53526
6781.97	2.11776E6	776673	53308
6784.02	2.11479E6	780099	54301
6786.03	2.11201E6	783244	55315
6788.03	2.1094E6	787175	55747
6790	2.10621E6	790255	56445
6792.05	2.10352E6	793819	56753
6793.92	2.10071E6	796986	56994
6796.11	2.09701E6	800570	57219
6797.9	2.09444E6	803235	57936
6800.14	2.09141E6	806925	59012
6801.93	2.08857E6	810024	59740
6803.94	2.08631E6	813319	59373
6805.96	2.08407E6	816963	60419
6807.98	2.08117E6	820722	61191
6810	2.07828E6	823576	60993
6812.02	2.07551E6	827754	60973
6814	2.07372E6	831473	61128
6816.07	2.07097E6	835114	61452
6818.04	2.06842E6	838623	61570
6819.94	2.06575E6	841235	61712
6821.92	2.0633E6	844680	62349
6823.99	2.06151E6	848729	62488
6825.97	2.05873E6	852514	62979
6828.01	2.05616E6	856088	62762
6830.04	2.03271E6	850226	62726
6832.03	2.03929E6	858800	63928
6833.88	2.04678E6	865485	64079
6836.1	2.04471E6	870591	64751
6837.95	2.04262E6	873315	65417
6839.99	2.03997E6	876726	65782
6841.98	2.03685E6	880004	66314
6844.07	2.03396E6	883541	67043
6846.07	2.03134E6	887324	66404
6847.88	2.02871E6	890904	67689
6850.15	2.02591E6	895120	68261
6851.93	2.02316E6	897813	69093
6853.93	2.02062E6	901713	69182
6856.02	2.01793E6	905447	69953
6857.93	2.01536E6	909571	70572
6860.03	2.01248E6	912429	71164
6861.95	2.00992E6	916262	71773
6864	2.00724E6	919645	72486
6866.01	2.00441E6	923817	72770
6867.97	2.00199E6	926958	72794
6870.03	1.9991E6	930997	74017
6872.04	1.99665E6	934253	74975
6873.96	1.99428E6	938276	75151
6876.02	1.99149E6	942266	75907
6877.99	1.98903E6	945918	76299
6879.96	1.98622E6	949857	78499
6882.03	1.98379E6	953508	77549
6883.96	1.9812E6	957423	78904
6886.02	1.95305E6	948576	78253
6888.09	1.97342E6	963894	78739
6889.98	1.97234E6	968481	80143
6892.05	1.96987E6	972298	79892
6894.03	1.96752E6	976569	80410
6895.96	1.96494E6	980856	81594
6897.95	1.96281E6	984760	82147
6900.07	1.96075E6	989313	82375
6902.1	1.95816E6	993219	83239
6903.95	1.95569E6	997295	83650
6906.02	1.95292E6	1.00082E6	83880
6907.97	1.94939E6	1.0043E6	84632
6910.05	1.9466E6	1.0088E6	83830
6912.09	1.94401E6	1.01235E6	85139
6914.03	1.94134E6	1.01591E6	85393
6916.02	1.93853E6	1.02019E6	86510
6917.97	1.93539E6	1.02365E6	86098
6920.01	1.93262E6	1.02741E6	87478
6921.87	1.92983E6	1.03125E6	88105
6923.96	1.92707E6	1.03567E6	88249
6925.96	1.92464E6	1.03938E6	88765
6928.1	1.92195E6	1.04377E6	89830
6929.92	1.91955E6	1.0469E6	89635
6932.06	1.91698E6	1.05112E6	91111
6934.16	1.91426E6	1.05543E6	91754
6935.93	1.91481E6	1.06089E6	91752
6938.03	1.91224E6	1.06401E6	92464
6939.94	1.90953E6	1.06868E6	93256
6942.04	1.90692E6	1.07218E6	94169
6944.15	1.90439E6	1.07687E6	94603
6945.97	1.90234E6	1.08027E6	95196
6948.03	1.89996E6	1.08429E6	95827
6950	1.89711E6	1.08773E6	95257
6951.97	1.89448E6	1.09174E6	96316
6953.93	1.89214E6	1.09504E6	96849
6956.05	1.88948E6	1.09918E6	97303
6958.02	1.88696E6	1.10356E6	97727
6960.08	1.88457E6	1.10763E6	98872
6961.92	1.88223E6	1.11165E6	100037
6964.03	1.87993E6	1.11549E6	100348
6966.06	1.87731E6	1.11956E6	100873
6968.03	1.87462E6	1.123E6	101882
